id,name,type,Height_cm,Weight_lb,Weight_km,Height_ft,Alignment,superpower_Jump,superpower_Sonar,superpower_Magic,superpower_Flight,superpower_Banish,superpower_Orbing,superpower_Agility,superpower_Melting,superpower_Stamina,superpower_Empathy,superpower_Stealth,superpower_Gliding,superpower_Wishing,superpower_Phasing,superpower_Accuracy,superpower_Reflexes,superpower_Omnitrix,superpower_Insanity,superpower_Longevity,superpower_Endurance,superpower_Telepathy,superpower_Dexterity,superpower_Illusions,superpower_Summoning,superpower_Animation,superpower_Absorption,superpower_Nova_Force,superpower_Mind_Blast,superpower_Adaptation,superpower_Separation,superpower_Camouflage,superpower_Possession,superpower_Geokinesis,superpower_Power_Suit,superpower_Durability,superpower_Elasticity,superpower_Projection,superpower_Biokinesis,superpower_Levitation,superpower_Apotheosis,superpower_Power_Sense,superpower_Time_Travel,superpower_Sub-Mariner,superpower_Omnipotence,superpower_Immortality,superpower_Astral_Trap,superpower_Duplication,superpower_Aerokinesis,superpower_Radar_Sense,superpower_Toxikinesis,superpower_Cryokinesis,superpower_Super_Speed,superpower_Vitakinesis,superpower_Pyrokinesis,superpower_Telekinesis,superpower_Death_Touch,superpower_Atmokinesis,superpower_Echokinesis,superpower_Bullet_Time,superpower_Precognition,superpower_Hydrokinesis,superpower_Resurrection,superpower_Danger_Sense,superpower_Regeneration,superpower_Invisibility,superpower_Photokinesis,superpower_Intelligence,superpower_Illumination,superpower_Umbrakinesis,superpower_Energy_Beams,superpower_Clairvoyance,superpower_Anti-Gravity,superpower_Terrakinesis,superpower_Wallcrawling,superpower_Sonic_Scream,superpower_Power_Cosmic,superpower_Force_Fields,superpower_Super_Breath,superpower_Audiokinesis,superpower_Grim_Reaping,superpower_Mind_Control,superpower_Web_Creation,superpower_Hypnokinesis,superpower_Hyperkinesis,superpower_Energy_Armor,superpower_Natural_Armor,superpower_Size_Changing,superpower_Intangibility,superpower_Psychokinesis,superpower_Teleportation,superpower_Ability_Shift,superpower_Chlorokinesis,superpower_Astral_Travel,superpower_Thermokinesis,superpower_Energy_Blasts,superpower_Seismic_Power,superpower_Shapeshifting,superpower_Chronokinesis,superpower_Vision_-_Heat,superpower_Electrokinesis,superpower_Enhanced_Smell,superpower_Super_Strength,superpower_Weapons_Master,superpower_Healing_Factor,superpower_Omnilingualism,superpower_Magnetokinesis,superpower_Thirstokinesis,superpower_Vision_-_Night,superpower_Psionic_Powers,superpower_Vision_-_X-Ray,superpower_Gravitokinesis,superpower_Enhanced_Touch,superpower_Changing_Armor,superpower_Natural_Weapons,superpower_Fire_Resistance,superpower_Reality_Warping,superpower_Enhanced_Senses,superpower_Portal_Creation,superpower_Density_Control,superpower_Self-Sustenance,superpower_Invulnerability,superpower_Heat_Resistance,superpower_Power_Nullifier,superpower_Enhanced_Memory,superpower_Heat_Generation,superpower_Cold_Resistance,superpower_Physical_Anomaly,superpower_Magic_Resistance,superpower_Latent_Abilities,superpower_Power_Absorption,superpower_Enhanced_Hearing,superpower_Symbiote_Costume,superpower_Vision_-_Thermal,superpower_Vaporising_Beams,superpower_Energy_Resistance,superpower_Energy_Absorption,superpower_Astral_Projection,superpower_Energy_Constructs,superpower_Radiation_Control,superpower_Timeframe_Control,superpower_Matter_Absorption,superpower_Spatial_Awareness,superpower_Animal_Attributes,superpower_Vision_-_Infrared,superpower_Power_Augmentation,superpower_Lantern_Power_Ring,superpower_Radiation_Immunity,superpower_Intuitive_aptitude,superpower_Entropy_Projection,superpower_Weapon-based_Powers,superpower_Energy_Manipulation,superpower_Qwardian_Power_Ring,superpower_Substance_Secretion,superpower_Vision_-_Telescopic,superpower_Technopath/Cyberpath,superpower_Telepathy_Resistance,superpower_Electrical_Transport,superpower_Vision_-_Microscopic,superpower_Molecular_Combustion,superpower_Underwater_breathing,superpower_Radiation_Absorption,superpower_Molecular_Dissipation,superpower_Photographic_Reflexes,superpower_Animal_Oriented_Powers,superpower_Molecular_Manipulation,superpower_Darkforce_Manipulation,superpower_Mind_Control_Resistance,superpower_Cross-Dimensional_Travel,superpower_Molecular_Immobilization,superpower_Probability_Manipulation,superpower_Human_physical_perfection,superpower_Cross-Dimensional_Awareness,superpower_Elemental_Transmogrification,superpower_Toxin_and_Disease_Resistance,Gender,Alternate_Identities,First_appearance,Eye_color,Hair_color,Group_Affiliation,strength,combat,intelligence,speed,power,durability,Relatives,Aliases,Occupation,Base,Place_of_birth,Race,Nicknames,Skin_color,Enemies,Friends
1339971275,Savage Dragon,hero,NA,NA,NA,NA,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Savage Dragon,,,,"Liberty League, Chicago Police Department, Special Operations Strikeforce (S.O.S.)",0.7,0.72,0.62,0.54,0.49,0.85,,,,,,,,,,
1339971276,Scarlet Spider,hero,178,165,74,5'10',good,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,male,Scarlet Spider / Spider-Carnage,Amazing Spider-Man # 149 (as Spider-Clone); Web of Spider-Man # 117 (as Ben Reilly),Blue,Brown (dyed Blond),None; formerly New Warriors,0.53,0.56,0.75,0.6,0.39,0.74,"Peter Parker (clone of), May Parker (Aunt), Ben Parker (Uncle)","Spider-Clone, Spider-Man",Crime-fighter,,Place of birth unknown,Human,Ben,,,
1339971277,Scarlet Spider II,hero,193,250,113,6'4,good,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,male,Scarlet Spider II,"Web of Spider-Man #119 (December, 1994)",Brown,Brown,,0.55,0.56,0.88,0.6,0.3,0.4,"Miles Warren (creator), Peter Parker (Spider-Man, genetic template), Ben Reilly (Scarlet Spider, fellow clone, deceased), Spidercide (fellow clone, allegedly deceased), Guardian (fellow clone, deceased), Jack (fellow clone, deceased)","Tarantula, Kaine, Arańa Escarlata",Fugitive,,,Clone,,,,
1339971278,Sentry,hero,188,200,90,6'2,good,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Sentry,"Sentry #1, rumored to be Startling Stories #17",Blue,Blond,"Mighty Avengers, formely New Avengers, Hulk",0.8,0.54,0.75,0.58,0.97,0.84,Lindy Reynolds (wife),"Void, Bob, Golden Guardian of Good, John Victor Williams, Scout",,"The Watchtower (on top of Stark Tower, where it was formerly located before all memory of him disappeared)",,,,,,
1339971279,Shadow King,hero,185,330,149,6'1,good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Shadow King,X-Men #117 (1979),Red,,Shadow Mob; former head of the Gladiators and the Cairos Thieves Quarter,0.12,0.75,0.75,0.27,1.0,1.0,,"Professor X, Ananasi, Amahl Farouk, Evil One, Master of the Games; he also impersonated the following mind-controlled subjects (in chronological order): Alexander Flynn, Karma, Cypher, Jacob Reisz, Donald Pierce and probably others",,"The Astral Plane; Formerly Cairo, Egypt.",,,,,,
1339971280,Shang-Chi,hero,178,175,79,5'10,good,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,male,Shang-Chi,"Special Marvel Edition #15 (December, 1973)",Brown,Black,"MI-5, MI-6, Marvel Knights, Heroes For Hire, Freelance Restorations, Si-Fan, Secret Avengers",0.11,1.0,0.62,0.3,0.25,0.5,"Fu Manchu, father; unnamed mother; Fah Lo Suee, (half-sister); Whispering Shadow (half-brother, deceased)",The Master of Kung Fu; The Rising and Advancing of the Spirit; Chinaman (by Jack Tarr),,,,Human,,,,
1339971281,Shatterstar,hero,191,195,88,6'3,good,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Shatterstar,New Mutants #99,Brown,Red,"X-Force, Blood Cadre Alliance (former member)",0.48,0.84,0.62,0.45,0.42,0.64,"Longshot (father), Dazzler (mother), Mojo V",Benjamin Russell,Warrior,,Mojoworld,,,,,
1339971282,She-Hulk,hero,201,650,293,6'7',good,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,female,She-Hulk,She-Hulk (Vol. 1) #1,Green,Green,"Goodman, Lieber, Kurtzberg, & Holliway; formerly Avengers, Fantastic Four, Heroes for Hire",0.8,0.56,0.69,0.23,0.16,0.9,"Bruce Banner (Hulk, cousin)",Jade Giantess,"Lawyer, Magistra of the Living Tribunal","Law offices of Goodman, Lieber, Kurtzberg, & Holliway; formerly Avengers Mansion; Baxter Building, Four Freedoms Plaza","Los Angeles, California",,Shulkie,,,
1339971283,She-Thing,hero,NA,NA,NA,NA,good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,female,Ms Marvel II / She-Thing,,,,,,,,,,,,,,,,,,,,
1339971284,Shriek,hero,173,115,52,5'8,good,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,female,Shriek,,Blue (Yellow),Black,Formerly Carnage Family,0.1,0.42,0.5,0.23,0.45,0.28,"Carnage (adopted husband), Carrion (Malcolm McBride) and Demogoblin (adopted sons), Doppelganger (adopted pet)",Sandra Deel,"Former partner of Carnage, Carrion (Malcolm McBride), Demogoblin and Doppelganger). Before she became Shriek, she was a rock band groupie and drug dealer.",,,,,,,
1339971285,Shrinking Violet,hero,NA,NA,NA,NA,good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,female,,,,,,,,,,,,,,,,,,,,,
1339971286,Sif,hero,188,425,191,6'2,good,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,female,Sif,"Journey into Mystery #102 (March, 1964)",Blue,Black,The Gods of Asgard,0.57,0.7,0.5,0.25,0.18,0.52,Heimdall (brother),"Lady Sif, Erika Velez, Mrs. Chambers, Sybil",,Broxton/Asgard; Formerly New York City,,Asgardian,,,,
1339971287,Silk Spectre I,hero,NA,NA,NA,NA,good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,female,Silk Spectre I,,,,"Watchmen, Minutemen",,,,,,,Silk Spectre II (daughter),Sally Jupiter,,,,,,,,
1339971288,Silk Spectre II,hero,NA,NA,NA,NA,good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,female,Silk Spectre II,,,,Watchmen,,,,,,,Silk Spectre I (mother),,,,,,,,,
1339971289,Silver Surfer,hero,193,225,101,6'4',good,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,male,Silver Surfer,"Fantastic Four, Vol. 1 #48",White,None,"Former member of Defenders, former member of the Star Masters",0.85,0.32,0.5,0.84,1.0,1.0,"Jartran Radd (father, deceased), Elmar Radd (mother, deceased)",,"Adventurer, formerly Galactus' Herald",mobile throughout the universe,Zenn-La,,"Skyrider, Sentinel of the Spaceways, Silverado, Chrome Dome",,,
1339971290,Silverclaw,hero,157,110,50,5'2,good,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,female,Silverclaw,Avengers #8 (1998),Brown,Black,"The Secret Avengers, formerly reserve member of the Avengers",0.28,0.42,0.5,0.35,0.34,0.42,"Jaime Santiago (father), Peliali (mother), Edwin Jarvis (uncle)","La Garra Argentado, Daughter of the Volcano God,","University student, adventurer","Empire State University and Avengers Mansion, New York City, NY","The village of Kamekeri, Costa Verde",,,,,
1339971291,Skaar,hero,198,400,180,6'6,good,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,male,,"World War Hulk #5, 2007",Green,Black,,0.85,0.85,0.5,0.27,0.62,0.9,"Morris Walters (granduncle), Elaine Banner-Walters (paternal grandaunt, deceased), Brian Banner (paternal grandfather, deceased), Rebecca Banner (paternal grandmother, deceased), Hulk/10-125/'>She-Hulk (1st cousin once removed), Hulk (father), Caiera the Oldstrong (mother, deceased), Hiro-Kala (Twin brother), Lyra (half-sister)","Savior, Son of Hulk, WorldBreaker, Long Hair, Little Monster, Conan",Warrior,,Sakaar,,,,,
1339971292,Snowbird,hero,178,108,49,5'10',good,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,female,Snowbird,Uncanny X-Men #120,White,Blonde,"God Squad; formerly Alpha Flight, Eskimo Gods, Royal Canadian Mounted Police, The Flight",0.32,0.52,0.5,0.27,0.63,0.42,"Hodiak (grandfather), Nelvanna (mother), Richard Lawrence Easton (father, deceased), Michael Twoyoungmen (Shaman, foster father), Douglas Thompson (husband, deceased), unnamed son (deceased)",Anne McKenzie-Thompson,"Goddess, adventurer, former records officer",formerly Department H,"Near Resolute Bay, Northwest Territories, Canada",,,,,
1339971293,Sobek,hero,NA,NA,NA,NA,good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Sobek,52 Week Twenty-Six,White,Bald,"Black Marvel Family, Four Horsemen",0.34,0.56,0.5,0.23,0.2,0.46,,Sobek the Talking Crocodile; The Unknown in Formless Time Before Time; Famine,,Kahndaq,Nile River; Bioengineered at Oolong Island,,,,,
1339971294,Songbird,hero,165,145,65,5'5,good,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,female,Songbird,,Green,"Red, White","Formerly Thunderbolts, Masters of Evil, Unlimited Class Wrestling Federation, Grapplers",0.36,0.56,0.75,0.27,0.55,0.42,"Mimi Gold (mother), Mr. Gold (father)","Screaming Mimi, Mimi Schwartz, Margie Green",Adventurer; former criminal and wrestler,,"Shoshoni, Wyoming",,,,,
1339971295,Space Ghost,hero,NA,NA,NA,NA,good,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Space Ghost,Space Ghost (1966),,,Galactic Heroes,,,,,,,,"Ted Ghostel, Tad Ghosta",,,,Human,,,,
1339971296,Spawn,hero,NA,NA,NA,NA,good,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Spawn,Spawn #1,,,"Terry Fitzgerald, CIA",0.6,0.95,0.75,0.5,1.0,0.9,"Wanda (widow), Cyan (widow's daughter)","The One, Hellspawn",,,,,,,,
